Lp.,Nazwa złoża,"Stan 
zag. 
złoża",Zasoby,Unnamed: 4,"Wydo-
bycie",Powiat,Unnamed: 0,Unnamed: 1,Stan,Wyszczególnienie,"Ilość 
złóż",Zasoby geologiczne,Unnamed: 3,Unnamed: 5,"Zasoby 
przemy- 
słowe","Nazwa złoża lub 
odwiertu w obrębie 
złoża 
nieudostępnionego","Typ 
wody","Zasoby geologiczne 
bilansowe","Pobór 
(m3/rok)",Zasoby wydobywalne,Zasoby  szacunkowe,"Ubytek 
z  
wydobycia","Stan 
Lp. 
Nazwa złoża 
zag. 
złoża",Unnamed: 2,"Lp. 
Nazwa  złoża","Stan 
zag.",Zasoby wydobywalne bilansowe,Wydobycie,p.,"Zasoby wydobywalne 
Zasoby 
Ilość 
Wyszczególnienie 
bilansowe 
przemy- 
pozabi- 
złóż 
słowe 
lansowe 
Razem 
A+B 
C",Unnamed: 6
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Bysina 39,E,299,-,17,myślenicki,,,,,,,,,,,,,,,,,,,,,,,,,
11,Chomranice9,E,3 851,3 851,13,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
12,Cieniawa9,E,1 119,-,1,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
13,Czasław9,T,557,557,-,myślenicki,,,,,,,,,,,,,,,,,,,,,,,,,
14,Czasław-Zachód9,R,123,-,-,myślenicki,,,,,,,,,,,,,,,,,,,,,,,,,
15,Dąbrowa9,E,7 073,3 124,65,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
16,Dział9,R,41 177,-,-,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
17,Frycowa9,Z,1 305,-,-,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
18,Górka-Mucharz9,E,6 562,4 674,199,"suski, wadowicki",,,,,,,,,,,,,,,,,,,,,,,,,
19,Harbutowice9,P,47 980,-,-,"myślenicki, suski",,,,,,,,,,,,,,,,,,,,,,,,,
20,Harbutowice-Kamieniołom9,R,1 172,-,-,myślenicki,,,,,,,,,,,,,,,,,,,,,,,,,
21,Harkabuz9,R,42,-,-,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
22,Jastrzębie9,R,1 786,-,-,limanowski,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kamionka Wielka9,Z,5 900,-,-,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
24,Kasina Wielka9,Z,177,-,-,limanowski,,,,,,,,,,,,,,,,,,,,,,,,,
25,Klecza Dolna9,R,601,-,-,wadowicki,,,,,,,,,,,,,,,,,,,,,,,,,
26,Klęczany9,E,74 701,74 701,669,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
27,Klikuszowa9,E,24 398,8 195,208,nowotarski,,,,,,,,,,,,,,,,,,,,,,,,,
28,Klimkówka9,R,3 565,-,-,gorlicki,,,,,,,,,,,,,,,,,,,,,,,,,
29,Królowa Górna9,P,43 710,-,-,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
30,Królowa Górna 19,E,1 135,-,3,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
31,Krzeczów9,R,652,-,-,myślenicki,,,,,,,,,,,,,,,,,,,,,,,,,
32,Kurów9,P,17 800,-,-,suski,,,,,,,,,,,,,,,,,,,,,,,,,
33,Lipnica Wielka9,R,883,-,-,nowosądecki,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
253.0,Gręzówka VIII,R,268,-,-,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
254.0,Gręzówka VIII-1,E,226,-,10,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
255.0,Gręzówka X,R,470,-,-,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
256.0,Gręzówka XI,R,1 012,-,-,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
257.0,Grodysławice I,Z,23,-,-,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
258.0,Grodysławice II,R,143,-,-,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
259.0,Gródek,Z,284,-,-,puławski,,,,,,,,,,,,,,,,,,,,,,,,,
260.0,Gródek I,Z,100,-,-,puławski,,,,,,,,,,,,,,,,,,,,,,,,,
261.0,Hamernia-Nowiny,R,1 363,-,-,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
262.0,Hanna,T,45,-,-,włodawski,,,,,,,,,,,,,,,,,,,,,,,,,
263.0,Hańsk I,R,740,-,-,włodawski,,,,,,,,,,,,,,,,,,,,,,,,,
264.0,Hańsk II,R,474,-,-,włodawski,,,,,,,,,,,,,,,,,,,,,,,,,
265.0,Helenów,E,206,166,31,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
266.0,Henrysin,R,1 103,-,-,chełmski,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,Horbów,E,109,-,6,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
268.0,Horbów Kolonia,Z,427,-,-,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
269.0,Hrud,M,-,-,-,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
270.0,Hrud I,T,99,-,-,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
271.0,Hrud II,E,350,-,7,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
272.0,Hrud III,R,2 990,2 990,-,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
273.0,Hubale I,E,-,-,1,zamojski,,,,,,,,,,,,,,,,,,,,,,,,,
274.0,Huta Radoryska,R,31,-,-,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
275.0,Huta Radoryska I**,E,1 078,920,71,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
276.0,Huta Tarnawacka,Z,68,-,-,tomaszowski,,,,,,,,,,,,,,,,,,,,,,,,,
277.0,Huta Zadybska 10,Z,65,-,-,rycki,,,,,,,,,,,,,,,,,,,,,,,,,
278.0,Huta Zadybska III,E,109,109,47,rycki,,,,,,,,,,,,,,,,,,,,,,,,,
279.0,Huta Zadybska IV,R,391,-,-,rycki,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,Ignatówka,R,5,-,-,biłgorajski,,,,,,,,,,,,,,,,,,,,,,,,,
281.0,Izbica Piasek,R,101,-,-,krasnostawski,,,,,,,,,,,,,,,,,,,,,,,,,
282.0,Jabłeczna,Z,92,-,-,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
283.0,Jabłeczna I,Z,56,-,-,bialski,,,,,,,,,,,,,,,,,,,,,,,,,
284.0,Jacek-Łucka,Z,984,-,-,lubartowski,,,,,,,,,,,,,,,,,,,,,,,,,
285.0,Jacnia II,R,734,-,-,zamojski,,,,,,,,,,,,,,,,,,,,,,,,,
286.0,Jagodno,Z,12,-,-,chełmski,,,,,,,,,,,,,,,,,,,,,,,,,
287.0,Jamielne,Z,239,-,-,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
288.0,Jamielne I,E,178,-,24,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
289.0,Jamielne II,E,1 144,1 144,141,łukowski,,,,,,,,,,,,,,,,,,,,,,,,,
290.0,Janisze,R,742,421,-,rycki,,,,,,,,,,,,,,,,,,,,,,,,,
291.0,Janiszów dz.685-91,E,133,-,1,kraśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
292.0,Janowiec,Z,493,-,-,puławski,,,,,,,,,,,,,,,,,,,,,,,,,
293.0,Janowiec II,Z,366,-,-,puławski,,,,,,,,,,,,,,,,,,,,,,,,,
294.0,Janowiec III,E,811,811,72,puławski,,,,,,,,,,,,,,,,,,,,,,,,,
295.0,Jawidz I,Z,70,-,-,łęczyński,,,,,,,,,,,,,,,,,,,,,,,,,
296.0,Jawidz II,E,31,-,5,łęczyński,,,,,,,,,,,,,,,,,,,,,,,,,
297.0,Jawidz IV,R,122,-,-,łęczyński,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,"Lp. 
Nazwa złoża",,"zag. 
złoża",,,,,,,,,,,,,,,,,,,,,,
,,,262 444.57,22 705.65,466.43,,"ZŁOŻA UDOKUMENTOWANE 
złóż: 106;  OGÓŁEM",,,,,,,,,,,,,,,,,,,,,,,,
,,,16 007.46,7 358.91,-,,"woj. dolnośląskie 
złóż: 3",,,,,,,,,,,,,,,,,,,,,,,,
,,,7 547.26,7 358.91,-,oławski,"1 
Bystrzyca Oławska I  
T",,,,,,,,,,,,,,,,,,,,,,,,
,,,5 070.00,-,-,średzki,"2 
Kozików  
P",,,,,,,,,,,,,,,,,,,,,,,,
,,,3 390.20,-,-,górowski,"3 
Załęcze-Wodniki  
R",,,,,,,,,,,,,,,,,,,,,,,,
,,,21 073.69,1 774.67,11.55,,"woj. kujawsko-pomorskie 
złóż: 7",,,,,,,,,,,,,,,,,,,,,,,,
,,,1 848.00,-,-,żniński,1,Barcin,Z,,,,,,,,,,,,,,,,,,,,,,
,,,1 996.23,1 207.54,11.55,"inowrocławski, 
żniński",2,Barcin-Piechcin-Pakość,E,,,,,,,,,,,,,,,,,,,,,,
,,,3 968.00,-,-,"gostyniński, 
włocławski",3,Lubaty-Aleksandrynów,P,,,,,,,,,,,,,,,,,,,,,,
,,,1 327.00,-,-,radziejowski,4,Opatowice-Radziejów,Z,,,,,,,,,,,,,,,,,,,,,,
,,,4 580.00,-,-,nakielski,5,Smolniki,P,,,,,,,,,,,,,,,,,,,,,,
,,,6 638.00,-,-,tucholski,6,Tuchola,R,,,,,,,,,,,,,,,,,,,,,,
,,,716.46,567.13,-,bydgoski,7,Zielonka,T,,,,,,,,,,,,,,,,,,,,,,
,,,29 969.85,633.65,11.43,,"woj. lubelskie 
złóż: 12",,,,,,,,,,,,,,,,,,,,,,,,
,,,747.65,633.65,4.65,tomaszowski,1,Bełżec,E,,,,,,,,,,,,,,,,,,,,,,
,,,1 307.01,-,6.78,biłgorajski,2,Dyle,E,,,,,,,,,,,,,,,,,,,,,,
,,,1 151.00,-,-,biłgorajski,3,Hedwiżyn,R,,,,,,,,,,,,,,,,,,,,,,
,,,214.25,-,-,chełmski,4,Kanie-Liszno,Z,,,,,,,,,,,,,,,,,,,,,,
,,,3 744.00,-,-,opolski,5,Karczmiska,R,,,,,,,,,,,,,,,,,,,,,,
,,,4 612.00,-,-,łukowski,6,Krzywda,R,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
494.0,Kuźnica Czarnkowska MŁ II,E,149,140,10,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
495.0,Kuźnica Czarnkowska MŁ III*,T,118,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
496.0,Kuźnica Czarnkowska MŁ IV,T,433,95,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
497.0,Kuźnica Czarnkowska NP,E,165,165,2,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
498.0,Kuźnica Trzcińska II,E,164,-,34,kępiński,,,,,,,,,,,,,,,,,,,,,,,,,
499.0,Kuźnica Zbąska ZS,T,100,-,-,grodziski,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,Kuźnica Zbąska ZS III,R,219,-,-,grodziski,,,,,,,,,,,,,,,,,,,,,,,,,
501.0,Kwiatków I,Z,169,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
502.0,Kwiatków II,T,176,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
503.0,Kwiatków III,E,78,-,4,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
504.0,Laski,Z,2 201,-,-,kępiński,,,,,,,,,,,,,,,,,,,,,,,,,
505.0,Latowice II,Z,146,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
506.0,Latowice III,R,257,-,-,ostrowski,,,,,,,,,,,,,,,,,,,,,,,,,
507.0,Leśnictwo I*,Z,234,-,-,turecki,,,,,,,,,,,,,,,,,,,,,,,,,
508.0,Leśnictwo II,E,170,-,37,turecki,,,,,,,,,,,,,,,,,,,,,,,,,
509.0,Leśnictwo IV,E,376,-,37,turecki,,,,,,,,,,,,,,,,,,,,,,,,,
510.0,Leśnictwo V,E,158,-,16,turecki,,,,,,,,,,,,,,,,,,,,,,,,,
511.0,Leśniewo,Z,561,-,-,gnieźnieński,,,,,,,,,,,,,,,,,,,,,,,,,
512.0,Leśniewo I,T,85,85,-,gnieźnieński,,,,,,,,,,,,,,,,,,,,,,,,,
513.0,Lewice,E,800,570,2,międzychodzki,,,,,,,,,,,,,,,,,,,,,,,,,
514.0,Lędyczek-Południe*,R,142,-,-,złotowski,,,,,,,,,,,,,,,,,,,,,,,,,
515.0,Lędyczek-Północ*,Z,50,-,-,złotowski,,,,,,,,,,,,,,,,,,,,,,,,,
516.0,Lgów,Z,1 098,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
517.0,Linie MD,R,3 672,-,-,nowotomyski,,,,,,,,,,,,,,,,,,,,,,,,,
518.0,Lipa AK,R,1 559,-,-,obornicki,,,,,,,,,,,,,,,,,,,,,,,,,
519.0,Lipa TŁ,R,106,-,-,obornicki,,,,,,,,,,,,,,,,,,,,,,,,,
520.0,Lipia Góra*,P,1 058,-,-,chodzieski,,,,,,,,,,,,,,,,,,,,,,,,,
521.0,Lipia Góra KR,R,1 846,-,-,chodzieski,,,,,,,,,,,,,,,,,,,,,,,,,
522.0,Lipówka BR,R,596,-,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
523.0,Lipówka BR II,R,362,-,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
524.0,Lipówka BR III,R,722,-,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
525.0,Lipówka JG,Z,116,-,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
526.0,Lipówka JS,T,965,899,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
527.0,Lipówka KS,T,51,51,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
528.0,Lipówka PAJO,R,2 094,1 115,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
529.0,Lipówka PW,T,281,281,-,śremski,,,,,,,,,,,,,,,,,,,,,,,,,
530.0,Lisia Góra,Z,347,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
531.0,Lubcz Mały*,R,8 585,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
532.0,Lubcz Mały I,T,292,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
533.0,Lubcz Mały KJ*,Z,1 310,-,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
534.0,Lubcz Mały TA,T,628,619,-,czarnkowsko-trzcianecki,,,,,,,,,,,,,,,,,,,,,,,,,
535.0,Lubinia Mała,Z,40,-,-,jarociński,,,,,,,,,,,,,,,,,,,,,,,,,
536.0,Lubnica,R,875,-,-,"człuchowski, złotowski",,,,,,,,,,,,,,,,,,,,,,,,,
537.0,Luboń II,E,544,351,25,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
538.0,Luboń III,Z,91,-,-,poznański,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,Nietkowice,R,67,-,-,zielonogórski,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,Nietków*,Z,3 360,-,-,zielonogórski,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,Nietków 1,E,1 628,1 416,45,zielonogórski,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,Nietków S,E,74,-,8,zielonogórski,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,Nowa Skwierzynka,R,435,-,-,międzyrzecki,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,Nowa Wieś,R,1 380,-,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,Nowa Wieś 1,T,911,751,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,Nowa Wieś I,M,-,-,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,Nowe Drzewce*,P,3 143,-,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,Nowe Gorzycko,P,880,-,-,międzyrzecki,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,Nowe Kramsko,R,5 024,-,-,zielonogórski,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,Nowe Miasteczko,T,1 244,1 244,-,nowosolski,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,Nowe Żabno,R,85,-,-,nowosolski,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,Nowe Żabno - Południe,R,5 102,-,-,nowosolski,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,"Nowogród Bobrzański - 
Zbiornik*",P,364 054,-,-,"zielonogórski, 
żagański",,,,,,,,,,,,,,,,,,,,,,,,,
173.0,"Nowogród Bobrzański Zb.-
Gorzupia Dln*",E,7 057,6 105,196,żagański,,,,,,,,,,,,,,,,,,,,,,,,,
174.0,"Nowogród Bobrzański-Zb. P. 
Bobrówka*",T,8 205,6 029,-,żagański,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,Okunin,R,458,-,-,zielonogórski,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,Osowa Sień IX,R,56,-,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,Osowa Sień VIII,R,48,-,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,Osowa Sień X,T,40,-,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
179.0,Osowa Sień XI,Z,162,-,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,Osowa Sień XII,T,53,53,-,wschowski,,,,,,,,,,,,,,,,,,,,,,,,,
181.0,Owczary-p. Północne,E,1 099,1 065,524,słubicki,,,,,,,,,,,,,,,,,,,,,,,,,
182.0,Pielice,E,3 585,3 257,210,strzelecko-drezdenecki,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,Pielice I,R,3 454,-,-,strzelecko-drezdenecki,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,Pleśno,R,1 681,-,-,krośnieński,,,,,,,,,,,,,,,,,,,,,,,,,
185.0,Pław II,E,32,-,0,krośnieński,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,Płonica Zachód,Z,370,-,-,gorzowski,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,Płonica Zachód I,R,1 038,555,-,gorzowski,,,,,,,,,,,,,,,,,,,,,,,,,
188.0,Podmokle Wielkie,R,1 093,-,-,zielonogórski,,,,,,,,,,,,,,,,,,,,,,,,,
189.0,Pole,R,129,-,-,krośnieński,,,,,,,,,,,,,,,,,,,,,,,,,
190.0,Połupin*,R,1 622,-,-,krośnieński,,,,,,,,,,,,,,,,,,,,,,,,,
191.0,Połupin I,E,173,-,21,krośnieński,,,,,,,,,,,,,,,,,,,,,,,,,
192.0,Popowice*,R,528,-,-,"zielonogórski, żagański",,,,,,,,,,,,,,,,,,,,,,,,,
193.0,Popowo I,R,714,-,-,międzyrzecki,,,,,,,,,,,,,,,,,,,,,,,,,
194.0,Poźrzadło,E,706,643,12,świebodziński,,,,,,,,,,,,,,,,,,,,,,,,,
195.0,Prądocin,R,109,-,-,gorzowski,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,Prochowiec,Z,3 714,-,-,słubicki,,,,,,,,,,,,,,,,,,,,,,,,,
197.0,Prochowiec Zachód,R,1 396,-,-,słubicki,,,,,,,,,,,,,,,,,,,,,,,,,
198.0,Przewoźniki*,Z,4 844,-,-,żarski,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,Przewoźniki WD*,R,1 770,1 317,-,żarski,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,Przewóz*,T,17 314,8 496,-,żarski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
245.0,Komorsk,R,237,-,-,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
246.0,Konary*,R,198,-,-,inowrocławski,,,,,,,,,,,,,,,,,,,,,,,,,
247.0,Konopat I,T,61,-,-,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
248.0,Konopat II,E,2 855,2 261,150,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
249.0,Konradowo I,T,15,-,-,aleksandrowski,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,Koronowo III,Z,67,-,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
251.0,Koronowo IV,Z,53,-,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
252.0,Koronowo V,R,410,-,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
253.0,Koronowo V/1,R,181,-,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
254.0,Koronowo-Przyrzecze I,M,-,-,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
255.0,Koszczały,E,308,93,6,radziejowski,,,,,,,,,,,,,,,,,,,,,,,,,
256.0,Kościelec,R,1 695,1 695,-,inowrocławski,,,,,,,,,,,,,,,,,,,,,,,,,
257.0,Kotnowo,R,211,211,-,wąbrzeski,,,,,,,,,,,,,,,,,,,,,,,,,
258.0,Kowalewo I,T,57,-,-,nakielski,,,,,,,,,,,,,,,,,,,,,,,,,
259.0,Kozielec,T,465,465,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
260.0,Kozjaty I,R,462,462,-,radziejowski,,,,,,,,,,,,,,,,,,,,,,,,,
261.0,Kozłowo II,Z,57,-,-,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
262.0,Kozłowo III,T,338,-,-,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
263.0,Kozłowo IV,E,76,76,2,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
264.0,Kozłowo VI,E,91,-,32,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
265.0,Kozłowo VII,E,240,240,42,świecki,,,,,,,,,,,,,,,,,,,,,,,,,
266.0,Krąpiewo I,E,749,749,19,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,Krobia*,Z,60,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
268.0,Królikowo I*,T,1 523,176,-,nakielski,,,,,,,,,,,,,,,,,,,,,,,,,
269.0,Kruszyn,Z,1 659,-,-,włocławski,,,,,,,,,,,,,,,,,,,,,,,,,
270.0,Kruszyn I,T,69,-,-,włocławski,,,,,,,,,,,,,,,,,,,,,,,,,
271.0,Kruszyniec A i B,Z,-,-,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
272.0,Kruszyniec II,T,44,-,-,bydgoski,,,,,,,,,,,,,,,,,,,,,,,,,
273.0,Krzewie II,Z,21,-,-,włocławski,,,,,,,,,,,,,,,,,,,,,,,,,
274.0,Krzyżówki,Z,61,-,-,lipnowski,,,,,,,,,,,,,,,,,,,,,,,,,
275.0,Krzyżówki I,E,11,-,9,lipnowski,,,,,,,,,,,,,,,,,,,,,,,,,
276.0,Kurowo Kolonia,E,459,452,25,włocławski,,,,,,,,,,,,,,,,,,,,,,,,,
277.0,Lamkowizna 2,T,228,-,-,rypiński,,,,,,,,,,,,,,,,,,,,,,,,,
278.0,Lamkowizna 3,R,156,-,-,rypiński,,,,,,,,,,,,,,,,,,,,,,,,,
279.0,Lamkowizna 4,T,200,-,-,rypiński,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,Lamkowizna I,R,119,-,-,rypiński,,,,,,,,,,,,,,,,,,,,,,,,,
281.0,Lelitowo II,Z,30,-,-,toruński,,,,,,,,,,,,,,,,,,,,,,,,,
282.0,Lelitowo-Sęk*,R,57,-,-,"golubsko-dobrzyński, 
toruński",,,,,,,,,,,,,,,,,,,,,,,,,
283.0,Leszcze I,R,383,-,-,inowrocławski,,,,,,,,,,,,,,,,,,,,,,,,,
284.0,Leśnianki,Z,50,-,-,inowrocławski,,,,,,,,,,,,,,,,,,,,,,,,,
285.0,Linówek,Z,60,-,-,tucholski,,,,,,,,,,,,,,,,,,,,,,,,,
286.0,Lipnica I,T,14,-,-,wąbrzeski,,,,,,,,,,,,,,,,,,,,,,,,,
287.0,Lisewo I*,T,190,-,-,golubsko-dobrzyński,,,,,,,,,,,,,,,,,,,,,,,,,
288.0,Ludkowo*,R,3 234,-,-,inowrocławski,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,"Lp. 
Nazwa złoża",,"zag. 
złoża",,,,,,,,,,,,,,,,,,,,,,
,,,6 180.80,1 348.66,-,,"ZŁOŻA UDOKUMENTOWANE 
złóż: 7;  OGÓŁEM",,,,,,,,,,,,,,,,,,,,,,,,
,,,6 180.80,1 348.66,-,,"woj. dolnośląskie 
złóż: 7",,,,,,,,,,,,,,,,,,,,,,,,
,,,tylko pzb.,-,-,zgorzelecki,1,Jędrzychowice,Z,,,,,,,,,,,,,,,,,,,,,,
,,,1 501.10,-,-,"świdnicki, wrocławski",2,Krasków,Z,,,,,,,,,,,,,,,,,,,,,,
,,,102.00,-,-,jeleniogórski,3,Nowa Kamienica,R,,,,,,,,,,,,,,,,,,,,,,
,,,3 339.38,1 348.66,-,"jeleniogórski, 
lwówecki",4,Stanisław,Z,,,,,,,,,,,,,,,,,,,,,,
,,,250.97,-,-,legnicki,5,Taczalin,Z,,,,,,,,,,,,,,,,,,,,,,
,,,808.35,-,-,legnicki,6,Taczalin 1,P,,,,,,,,,,,,,,,,,,,,,,
,,,179.00,-,-,jaworski,7,Wądroże Wielkie,R,,,,,,,,,,,,,,,,,,,,,,
,,,"geologiczne 
bilansowe","przemy-
słowe",,,,,,,,,,,,,,,,,,,,,,,,,,,
390.0,Składowice III,Z,497,-,-,lubiński,,,,,,,,,,,,,,,,,,,,,,,,,
391.0,Składowice IV,R,495,-,-,lubiński,,,,,,,,,,,,,,,,,,,,,,,,,
392.0,Sławnikowice,Z,132,-,-,zgorzelecki,,,,,,,,,,,,,,,,,,,,,,,,,
393.0,Słone,M,-,-,-,głogowski,,,,,,,,,,,,,,,,,,,,,,,,,
394.0,Słup I*,E,62,61,1,jaworski,,,,,,,,,,,,,,,,,,,,,,,,,
395.0,Słup (zbiornik)**,R,12 825,-,-,jaworski,,,,,,,,,,,,,,,,,,,,,,,,,
396.0,Słup-Brachów*,R,5 039,-,-,jaworski,,,,,,,,,,,,,,,,,,,,,,,,,
397.0,Smogorzówek*,T,34,-,-,wołowski,,,,,,,,,,,,,,,,,,,,,,,,,
398.0,Smolna,R,2 659,-,-,oleśnicki,,,,,,,,,,,,,,,,,,,,,,,,,
399.0,Sobolew,Z,43,-,-,jaworski,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,Sobolew I,T,1 566,1 390,-,jaworski,,,,,,,,,,,,,,,,,,,,,,,,,
401.0,Sobolew II,R,1 408,-,-,jaworski,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,Stankowice*,R,23,-,-,lubański,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,Stara Kraśnica,T,112,-,-,złotoryjski,,,,,,,,,,,,,,,,,,,,,,,,,
